齋	斎 齋
齒	歯 齒
齡	齢 齡
齦	啃 齦
齧	囓 嚙 齧
龍	龒 竜 尨 龍
龐	龎 厖 龐
龜	亀 龜
悤	怱 匆 悤
怱	悤 匆 怱
媆	嫩 媆
擧	舉 挙 擧
贋	偐 贗 贋
丌	亓 其 丌
丱	卝 丱
亍	街 亍
亓	丌 其 亓
伀	彸 伀
伝	傳 伝
伭	玄 伭
侁	駪 詵 侁
侂	託 侂
侄	姪 侄
侅	賅 侅
侉	誇 侉
侚	狥 殉 侚
俓	徑 俓
倅	伜 倅
偁	穪 稱 偁
偊	踽 偊
偪	逼 偪
傌	罵 傌
傜	徭 傜
傽	慞 傽
僊	仙 僊
僣	僭 僣
儆	警 儆
儌	僥 儌
儓	檯 枱 儓
儗	擬 儗
儭	襯 儭
儹	儧 儹
冱	沍 冱
凅	涸 凅
凈	浄 淨 凈
刱	剙 創 剏 刱
劄	剳 劄
勖	勗 勖
勴	㔧 勴
匊	掬 匊
匋	陶 匋
卍	萬 卐 卍
卬	卭 卬
厎	砥 厎
厖	龎 庬 龐 厖
厤	曆 厤
厹	叴 厹
叡	睿 叡
呠	歕 噴 呠
呡	吻 呡
呰	啙 呰
咷	啕 咷
唊	硤 唊
唹	唷 唹
啎	忤 啎
喒	昝 喒
喣	煦 喣
喨	哴 喨
喭	唁 喭
嗒	㗳 嗒
噂	譐 噂
噅	噕 噅
噉	啗 㗖 啖 噉
嚙	囓 噛 齧 嚙
嚬	顰 嚬
嚳	俈 嚳
嚵	饞 嚵
囓	齧 嚙 囓
囟	䪿 顖 囟
圞	圝 圞
圢	町 圢
坁	坻 坁
坋	坌 坋
坌	坋 坌
坫	店 坫
坭	泥 坭
坯	壊 壞 坯
坰	冋 冂 坰
坵	丘 坵
坻	坁 坻
垔	陻 堙 垔
垛	垜 垛
埇	甬 埇
埒	埓 埒
埜	野 埜
埳	坎 埳
埶	藝 秇 蓺 埶
埼	崎 埼
埽	掃 埽
堇	菫 蓳 堇
堈	缸 罁 堈
堙	垔 陻 堙
堭	隍 堭
堿	鹼 鹻 堿
塈	墍 塈
塍	堘 塍
塤	壎 塤
墈	磡 墈
墝	磽 墝
墫	罇 樽 墫
墻	牆 廧 墻
夯	䂫 夯
婬	淫 婬
媮	婾 媮
媯	嬀 媯
媿	愧 媿
嫋	嬝 裊 嫋
嫕	嫛 嫕
嫛	嫕 嫛
嫺	嫻 嫺
嬎	嬔 娩 嬎
嬭	妳 奶 嬭
嬾	懶 嬾
宓	虙 宓
寍	寧 寍
寔	實 寔
寘	置 寘
寠	窶 寠
尃	敷 旉 尃
尒	爾 尓 尒
尥	尦 尥
尨	狵 龍 竜 尨
尪	尫 尪
尰	腫 尰
尻	䯌 尻
屣	蹝 躧 屣
屩	蹺 屩
屭	屓 屭
岨	砠 岨
崋	華 崋
崒	崪 崒
崟	嶔 崟
巀	嶻 巀
帙	袠 帙
帡	帲 帡
幙	幕 幙
庬	厖 庬
廋	廀 廋
廌	豸 廌
廑	厪 廑
廕	蔭 廕
廧	牆 墻 廧
廩	稟 廩
廱	雝 廱
弢	韜 弢
彀	夠 彀
彸	伀 彸
徭	傜 徭
忞	暋 忞
忤	迕 啎 忤
忭	昪 忭
忻	欣 忻
怌	懷 怌
怳	恍 怳
怴	㤜 怴
恂	悛 恂
悁	懁 悁
悊	哲 悊
悐	惕 悐
悛	恂 悛
惛	惽 惛
惷	蠢 憃 惷
愬	訴 愬
愻	遜 愻
慁	㥵 慁
慞	傽 慞
憃	惷 憃
憝	懟 譈 憝
憯	㦧 憯
憰	譎 憰
懁	悁 懁
懃	勤 懃
懞	矇 朦 懞
懟	譈 憝 懟
懥	懫 懥
懫	懥 懫
懽	歓 歡 懽
戉	鉞 戉
戙	㢥 戙
戧	創 戧
扊	扅 扊
扐	朸 扐
扞	捍 扞
扠	搋 扠
扱	插 扱
抃	拚 抃
抌	舀 抌
抔	抱 抔
抻	伸 抻
拊	撫 拊
拏	拿 挐 拏
挐	拏 拿 挐
挭	鯁 骾 挭
挲	挱 挲
挼	捼 挼
捵	䥀 捵
捼	挼 捼
掂	敁 掂
掽	碰 掽
揅	研 揅
揎	拴 揎
揜	掩 揜
揝	撍 揝
揫	揪 揫
揶	捓 揶
搉	㩁 搉
搋	扠 弌 搋
搒	挷 搒
搤	㧖 扼 搤
搥	捶 搥
搧	扇 煽 搧
搨	搭 搨
搫	搬 搫
搯	掏 搯
摁	恩 摁
摃	扛 摃
總	楒 總
摡	溉 摡
撂	㨼 撂
撅	掘 撅
撘	搭 撘
撟	嬌 撟
撦	扯 撦
擃	攮 擃
擗	劈 擗
擣	搗 擣
擸	㧜 擸
擿	擲 擿
攢	攅 攢
攩	擋 攩
攮	擃 攮
攷	考 攷
敁	掂 敁
敃	暋 敃
敪	敠 敪
敳	敱 敳
敿	敽 敿
斌	彬 斌
斝	斚 斝
斞	㔱 庾 斞
斲	斵 㓸 斲
旂	旗 旂
旆	斾 旆
旒	旈 旒
旛	幡 旛
旮	旭 旮
旯	旭 旯
昒	㫚 昒
昜	陽 昜
昝	偺 𭨚 喒 昝
昶	暢 昶
晢	晰 晢
晥	皖 晥
暋	忞 敃 暋
暠	皜 𣉞 暠
朁	㬱 朁
朐	鸜 胊 鴝 朐
朘	脧 朘
朢	望 朢
朳	杷 朳
朸	扐 朸
朿	莿 朿
杇	圬 杇
杝	柂 杝
杸	殳 杸
柁	舵 柁
柂	杝 柂
柆	拉 柆
柟	枏 柟
柰	奈 柰
枴	柺 枴
栒	簨 栒
栝	檜 栝
桼	㯃 漆 桼
梲	棳 梲
棐	榧 棐
棑	篺 棑
棰	槌 棰
棳	梲 棳
椹	葚 椹
楂	揸 槎 楂
楙	茂 楙
楢	梄 槱 楢
楥	楦 楥
楦	楥 楦
榎	檟 榎
榧	棐 榧
槊	鎙 槊
槎	楂 槎
槙	槇 槙
槱	梄 楢 槱
槻	規 槻
樻	櫃 樻
橆	無 橆
橐	槖 橐
橛	橜 橛
橦	幢 橦
檇	槜 檇
檉	柳 檉
檛	簻 檛
檟	榎 檟
檴	穫 檴
櫌	耰 櫌
櫳	㰍 櫳
欒	灤 欒
欓	檔 欓
欞	櫺 欞
欬	咳 欬
欸	唉 欸
欹	猗 欹
欼	歠 啜 欼
歃	㰱 歃
歕	噴 呠 歕
歛	斂 歛
歠	欼 啜 歠
殀	夭 殀
殞	隕 殞
殳	杸 殳
殽	淆 殽
毄	軗 毄
毘	毗 毘
毧	㲓 毧
氂	犛 髦 氂
泙	洴 泙
泝	溯 遡 泝
洚	洪 洚
洟	涕 洟
洴	泙 洴
洿	汚 汙 洿
浣	澣 浣
浼	潣 凂 浼
淜	漰 淜
渨	隈 渨
渫	洩 泄 渫
渰	淹 渰
溈	潙 溈
溽	縟 溽
漎	潨 漎
漰	淜 漰
潀	潨 潀
潝	㴔 潝
潣	浼 潣
潬	灘 潬
澂	澄 瀓 澂
澔	浩 澔
澣	浣 澣
澿	凚 澿
濇	澁 瀒 澀 濇
濔	沵 濔
濼	泊 濼
濿	砅 濿
瀁	漾 瀁
瀧	滝 瀧
灠	漤 灠
灩	灎 灔 灩
灴	烘 灴
炅	耿 炔 炅
炔	耿 炅 炔
炰	炮 炰
烜	晅 烜
烝	蒸 烝
煇	輝 煇
煠	炸 煠
煢	焭 煢
熇	燺 熇
燿	曜 耀 燿
爿	丬 爿
牄	蹌 牄
牋	箋 牋
犴	豻 犴
狻	䝜 狻
猇	唬 虓 猇
猋	颮 飇 猋
猗	欹 猗
獃	呆 獃
獠	䝤 獠
獧	狷 獧
獪	猾 獪
獫	玁 獫
獾	貛 獾
玁	獫 玁
玅	妙 玅
珶	瑅 珶
琄	鞙 琄
璇	璿 璇
瓟	匏 瓟
甖	罌 罃 甖
甪	角 甪
甯	寗 甯
町	甼 圢 町
甾	菑 甾
甿	氓 甿
畬	畲 畭 畬
畽	疃 畽
疧	疷 疧
痐	蚘 痐
痹	痺 痹
痼	㽽 痼
瘨	癲 瘨
癉	疸 癉
皜	暠 皜
皝	皓 顥 皝
皞	皡 皥 皞
皦	㿟 皎 皦
盩	盭 盩
盭	盩 盭
眈	躭 眈
眙	瞪 眙
睾	皋 睪 睾
瞅	矁 瞅
瞷	瞯 瞷
矏	矈 矏
矙	瞰 矙
矧	訠 矧
砅	濿 砅
砒	磇 砒
砦	寨 砦
硜	踁 䃘 硜
硤	唊 硤
碁	棋 棊 碁
碔	珷 碔
碕	崎 碕
碥	扁 碥
碪	砧 碪
磛	嶃 磛
磡	墈 磡
磥	磊 磥
磪	崔 磪
磽	墝 磽
礡	礴 礡
礿	禴 礿
禂	禱 禂
禴	礿 禴
秏	耗 秏
秕	粃 秕
秸	稭 秸
稊	䄺 稊
稌	䅷 稌
稘	朞 稘
稛	稇 稛
穰	穣 穰
窌	窖 窌
窴	塡 窴
窶	寠 窶
笄	筓 笄
笓	篦 笓
笻	筇 笻
筇	笻 筇
筦	管 筦
筭	算 筭
筱	篠 筱
箍	箛 箍
箎	篪 箎
箖	籃 箖
箛	箍 箛
箬	篛 箬
箾	簫 箾
篋	匧 篋
篢	槓 篢
篪	竾 箎 篪
篲	彗 篲
篴	笛 𥴦 篴
簁	簛 篩 簁
簠	盙 簠
簨	栒 簨
簻	檛 簻
籔	藪 籔
粘	黏 粘
粧	妝 粧
糨	糡 糨
糱	糵 糱
糶	條 糶
紟	衿 紟
紬	綢 紬
絅	褧 絅
絏	紲 絏
絖	纊 絋 絖
絪	氤 絪
綯	絝 袴 褲 綯
緪	絚 緪
縚	絛 縚
縟	溽 縟
縭	褵 縭
繖	傘 繖
繢	絵 繢
繰	繅 繰
繲	挫 繲
纊	絖 絋 纊
纘	纉 纘
缾	瓶 缾
罃	罌 甖 罃
罋	甕 罋
罘	罦 罘
罥	羂 罥
罦	罘 罦
罶	羀 罶
羃	冪 羃
羇	覊 羈 羇
羝	牴 羝
翥	䬡 翥
翦	剪 翦
耇	耈 耇
耏	耐 耏
耔	秄 耔
耡	鋤 耡
耰	櫌 耰
聃	耼 聃
聝	馘 聝
肕	韌 肕
胊	朐 胊
胑	肢 胑
胔	骴 胔
胗	疹 胗
脧	朘 脧
脬	胞 脬
腢	髃 腢
膆	嗉 膆
膋	膫 膋
膣	腟 膣
膫	膋 膫
臕	膘 臕
臙	胭 臙
臞	癯 臞
舄	舃 舄
舖	鋪 舗 舖
艜	舦 艜
艣	櫓 艣
艫	櫓 艫
艴	勃 艴
艸	草 艸
艽	芁 艽
芊	茜 芊
芔	卉 芔
芘	菝 蓖 蔽 萆 芘
苕	䒒 苕
苡	苢 苡
苤	瞥 苤
苺	莓 苺
茈	柴 茈
茍	苟 茍
茜	芊 茜
茠	薅 茠
茭	椒 茭
荅	答 荅
荇	莕 荇
荍	蕎 荍
荳	豆 荳
荽	萎 荽
莕	荇 莕
莿	朿 莿
菀	苑 菀
菇	苽 𦱄 菰 菇
菋	苿 菋
菑	甾 災 葘 烖 菑
菝	蔽 芘 萆 菝
菢	勽 菢
菫	蓳 堇 菫
菻	麻 菻
萆	菝 蓖 蔽 芘 萆
萑	雈 萑
萲	萱 萲
葚	椹 葚
葯	藥 葯
蒍	蔿 蒍
蓖	芘 萆 蓖
蓧	莜 蓧
蓳	菫 堇 蓳
蓴	蒓 蓴
蓺	埶 秇 藝 蓺
蔉	蓘 蔉
蔻	蔲 蔻
蕎	荍 蕎
蕢	籄 簣 蕢
蕣	橓 蕣
蕤	甤 蕤
薅	茠 薅
薟	蘞 薟
藟	蘽 藟
藦	蘑 藦
蘞	薟 蘝 蘞
蘤	花 蘤
虓	唬 猇 虓
虖	呼 虖
虙	宓 虙
虣	暴 虣
蚋	蜹 蚋
蚎	蚏 蚎
蚘	蛔 痐 蛕 蚘
蚺	蚦 蚺
蛌	蛄 蛌
蛓	螆 蛓
蜋	螂 蜋
蜍	蠩 蜍
蜑	蛋 蜑
蜞	蜝 蜞
蜨	蝶 蜨
蜱	螵 蜱
蜺	霓 蜺
蝃	螮 蝃
蝥	蟊 蝥
蝯	猿 猨 蝯
螗	螳 螗
螘	蟻 螘
螮	蝃 螮
螵	蜱 螵
螾	蚓 螾
蟊	蝥 蟊
蟛	蟚 蟛
蟺	蟮 蟺
蠃	螺 蠃
蠩	蜍 蠩
衄	衂 衄
衿	襟 紟 衿
袡	衻 袡
袷	裌 袷
裉	褃 裉
裌	袷 裌
褎	褏 袖 褎
褟	溻 褟
褢	褱 褢
褧	絅 褧
褱	褢 褱
褵	縭 褵
襁	繈 繦 襁
襉	襇 襉
襜	襝 襜
襝	襜 襝
襢	袒 襢
襴	幱 襴
襾	覀 襾
覷	覰 覷
觕	粗 麁 麄 麤 觕
觜	嘴 咀 觜
觝	牴 觝
觥	觵 觥
觶	觗 觶
詵	駪 侁 詵
詶	酬 酧 詶
誒	唉 誒
諕	唬 諕
諠	喧 諠
諡	謚 諡
諤	讍 諤
諵	喃 諵
謚	諡 謚
謱	嘍 謱
謼	呼 謼
譈	懟 憝 譈
譐	噂 譐
譭	䛼 譭
譾	謭 譾
讆	讏 讆
讌	燕 宴 讌
讎	讐 讎
讘	囁 讘
豇	䜶 豇
豊	豐 豊
豗	䝇 豗
豜	豣 豜
豝	羓 豝
豵	䝋 豵
豸	廌 豸
豻	犴 豻
貘	貊 貘
賌	賅 賌
賮	贐 賮
贐	賮 贐
赬	䞓 赬
趄	跙 趄
趒	跳 趒
趮	躁 趮
趯	躍 趯
跖	蹠 跖
跙	趄 跙
跴	踹 跴
踰	逾 踰
踽	偊 踽
蹌	牄 蹌
蹝	屣 躧 蹝
蹠	跖 蹠
蹢	豴 蹢
蹧	遭 蹧
蹯	番 蹯
蹻	蹺 蹻
躗	躛 躗
躚	蹮 躚
軗	毄 軗
軿	輧 軿
輵	轕 輵
轆	樚 轆
轕	輵 轕
轗	㙳 轗
轝	輿 轝
迕	忤 迕
迻	移 迻
遶	繞 遶
邅	㣶 邅
邠	㟗 豳 邠
郅	胝 郅
郤	郄 郤
郰	鄹 郰
鄔	塢 鄔
酆	鄷 酆
酖	鴆 酖
酢	醋 酢
醊	餟 醊
醙	䤇 醙
醡	榨 醡
醼	燕 醼
釬	銲 釬
釽	䤨 釽
鈀	耙 鈀
鉆	鑽 鉗 鉆
鉈	砣 𥓿 鉈
鉏	鋤 鉏
鉞	戉 鉞
銕	鐵 鐡 鉄 銕
銹	鏽 鏥 銹
鋄	錽 鋄
鋑	鑴 鐫 鋑
鍉	匙 鍉
鍜	煆 鍜
鍼	針 箴 鍼
鎌	鐮 鎌
鎏	鏐 鎏
鎒	耨 鎒
鎙	槊 鎙
鎦	鐂 鎦
鎪	䤹 鎪
鏐	鎏 鏐
鐀	櫃 鐀
鐶	鍰 鐶
鑢	䥨 鑢
鑴	鐫 鋑 鑴
鑵	罐 鑵
閆	閻 閆
閹	剦 閹
阤	陁 阤
阨	阸 厄 阨
阯	址 阯
陏	隋 陏
陔	垓 陔
陜	陝 狹 陜
陼	渚 陼
隈	渨 隈
隤	墤 隤
隮	躋 隮
隼	鵻 鶽 隼
雈	萑 雈
雱	霶 雱
霒	陰 𩃬 霒
霥	濛 霥
靚	靜 靚
鞀	鞉 鞀
鞙	琄 鞙
鞫	諊 鞫
鞹	鞟 鞹
颮	猋 飇 颮
飆	飊 飈 飇 飆
飫	饇 飫
餂	舔 餂
餟	醊 餟
餧	餒 餧
餫	餛 餫
饇	飫 饇
饋	櫃 餽 饋
饌	籑 䉵 饌
饘	飦 饘
饟	餉 饟
馘	聝 馘
駪	詵 侁 駪
駮	駁 駮
騃	呆 騃
騣	鬃 騌 騣
騭	隲 騭
騮	驑 騮
騺	驇 騺
驄	騘 驄
驒	騨 驒
骫	骩 骪 骫
骴	胔 𦙼 骴
骻	胯 骻
骾	鯁 挭 骾
髕	臏 髕
髣	彷 髣
髼	鬅 髼
鬅	髼 鬅
鬒	㐱 鬒
鬮	䰗 鬮
魙	聻 魙
魟	鰩 魟
鯁	挭 骾 鯁
鯗	鮝 鯗
鯰	鮎 鯰
鯷	鮧 鯷
鰉	鱑 鰉
鰩	魟 鰩
鰲	鼇 鰲
鱠	膾 鱠
鴈	雁 鴈
鴝	朐 鸜 鴝
鴞	梟 鴞
鴳	鷃 鴳
鵙	鶪 鴃 鵙
鵜	鴺 鵜
鵻	隼 鵻
鶂	鶃 鶂
鶪	鵙 鶪
鶵	雛 鶵
鷃	鴳 鷃
鷏	鷆 鷏
鷩	氅 鷩
鷰	燕 鷰
鷳	鷼 鷳
麇	麕 麇
麤	觕 粗 麁 麄 麤
麰	牟 麰
鼏	冪 鼏
齎	賫 齎
齏	韲 齏
齶	顎 齶
龒	龍 龒
龠	籥 龠
龢	和 咊 龢
龤	諧 龤
嶻	巀 嶻
糵	糱 糵
䱽	鯧 䱽
噏	吸 噏
堃	坤 堃
揸	摣 楂 揸
杧	芒 杧
沢	澤 沢
浜	濱 浜
着	著 着
矋	矖 矋
菓	果 菓
蔴	麻 蔴
螆	蛓 螆
踭	㬹 踭
邨	村 邨
㬹	踭 㬹
啓	啔 啓
廸	迪 廸
枱	檯 儓 枱
栢	柏 栢
櫈	凳 櫈
滙	匯 滙
窰	窯 窰
糉	糭 糉
綉	繍 繡 綉
綫	線 綫
舘	館 舘
衞	衛 衞
譌	訛 譌
鈎	鉤 鈎
鉄	鐵 銕 鉄
隣	鄰 隣
鷄	鶏 鳮 雞 鷄
麪	麵 麪
揦	攋 揦
脲	尿 脲
麯	麴 麯
𢵧	撊 𢵧
呪	咒 詋 呪
喆	哲 喆
嶋	島 嶋
廻	迴 廽 廻
敍	敘 敍
瘂	啞 瘂
脇	脅 脇
脗	䐇 脗
鮎	鯰 鮎
鵞	鵝 鵞
鼈	鱉 鼈
凴	憑 凴
刦	刧 劫 刼 刦
刧	刦 劫 刼 刧
勅	勑 敕 勅
吲	哂 吲
堺	畍 界 堺
塲	場 畼 𤳈 塲
妬	妒 妬
姉	姊 姉
寃	冤 𡨚 寃
尅	剋 尅
廐	廄 廐
徧	遍 徧
慽	慼 慽
搇	撳 搇
撍	揝 撍
楳	梅 楳
涖	蒞 涖
濶	闊 濶
烱	炯 烱
煅	鍛 煅
珉	䃉 䂥 砇 玟 珉
瑠	琉 璢 瑠
畧	略 畧
疎	疏 䟽 踈 疎
瘻	瘺 瘻
礆	險 険 礆
秄	耔 秄
竪	豎 竪
絝	袴 綯 褲 絝
綳	繃 綳
繮	韁 繮
罸	罰 罸
舦	艜 舦
茘	荔 茘
蘯	蕩 盪 蘯
蝰	虺 蝰
覥	靦 覥
貛	獾 貛
賍	贓 贜 賍
蹏	蹄 蹏
躭	眈 耽 躭
辺	邊 邉 辺
鉢	缽 鉢
鑛	礦 鉱 鑛
靭	靱 韌 靭
韮	韭 韮
饍	膳 饍
駅	驛 駅
駡	罵 駡
鬭	鬪 鬥 鬬 闘 鬦 鬭
鰕	蝦 鰕
鰮	鰛 鰮
𥅾	䚎 𥅾
㗳	嗒 㗳
䉵	籑 饌 䉵
伃	妤 伃
剗	鏟 剷 剗
剳	劄 札 箚 剳
勑	徠 敕 倈 勅 勑
匳	奩 匳
嘑	呼 嘑
圕	圖 圕
堦	階 堦
塳	塜 塳
墰	罈 壜 墰
壜	罈 墰 壜
壻	婿 壻
姙	妊 姙
婣	姻 婣
宂	冗 宂
峩	峨 峩
嵆	嵇 嵆
嶎	蔚 嶎
帋	紙 帋
帒	袋 帒
悞	誤 悞
惪	徳 德 惪
惽	惛 惽
慂	恿 慂
慙	慚 慙
憙	喜 憙
戹	厄 戹
拕	拖 拕
捬	撫 捬
斅	斆 斅
斆	斅 鏰 斆
暎	映 暎
朞	稘 期 朞
枬	楠 枬
柹	枾 𣐈 柹
棊	棋 碁 棊
椀	盌 碗 椀
楕	橢 楕
槀	槁 稿 槀
槩	㮣 概 槩
檝	楫 艥 檝
洤	泉 洤
湏	須 湏
滝	瀧 滝
炁	氣 炁
烕	滅 烕
牕	窻 窗 窓 牎 牕
犇	奔 犇
犲	豺 犲
狢	貉 狢
猨	猿 蝯 猨
甎	磚 甎
甞	嘗 甞
畊	耕 畊
畲	畬 畲
畺	疆 畺
癯	臞 癯
盌	椀 碗 盌
碯	瑙 碯
礮	砲 礟 炮 礮
礴	礡 礴
秔	粳 稉 秔
稭	秸 稭
稾	稿 稾
穉	稚 穉
穽	阱 穽
窻	牕 窗 窓 窻
竉	䆔 𥥅 竉
竚	佇 竚
並	竝 並
箒	帚 箒
粃	秕 粃
粦	㷠 燐 粦
緜	綿 緜
罇	墫 樽 罇
聦	聰 聦
脃	脆 脃
臈	臘 臈
艢	檣 艢
苽	菇 菰 苽
蒓	蓴 蒓
蒭	芻 蒭
蕋	蕊 蕋
蘂	蕊 蘂
蝱	䖟 蝱
蟁	蚊 蟁
蟮	蟺 蟮
蠏	蟹 蠏
袠	帙 袠
袵	衽 袵
襃	褒 襃
襍	雜 襍
覩	睹 覩
詧	察 詧
詾	訩 詾
謌	歌 謌
謭	譾 謭
讁	謫 讁
踁	硜 踁
蹵	蹴 蹵
躧	屣 蹝 躧
輭	軟 輭
辠	罪 辠
遡	泝 溯 遡
酧	醻 詶 酬 酧
醻	酬 酧 醻
鍫	鍬 鍫
阸	阨 阸
陁	陀 阤 陁
隖	塢 隖
天	靝 天
鞟	鞹 鞟
鞴	絥 鞴
韈	韤 襪 韈
頟	額 頟
頮	靧 頮
顋	腮 顋
顖	囟 顖
顦	憔 顦
飜	翻 飜
飦	饘 飦
餹	糖 餹
餻	糕 餻
饊	糤 饊
駄	馱 駄
騌	鬃 騣 騌
騐	驗 騐
骽	腿 骽
髗	臚 顱 髗
髴	彿 髴
鬂	鬢 鬂
鰌	鰍 魷 鰌
鰐	鱷 鰐
鱓	䱇 鱔 鱓
鴂	䳏 鴂
鸜	朐 鴝 鸜
麄	觕 粗 麁 麤 麄
麐	麟 麐
麕	麇 麕
齅	嗅 齅
齩	咬 齩
龎	厖 龐 龎
龥	籲 龥
𠜎	鏾 𠜎
𥁕	昷 𥁕
𧿹	拇 𧿹
的	旳 的
仿	倣 仿
仇	讐 仇
氾	泛 氾
法	灋 法
松	枀 松
壇	壜 壇
梅	槑 梅
標	墂 標
